0, 0, 0, 0, 0,
1000, 1000, 1000, 1000, 1000,
2000, 2000, 2000, 2000, 2000,
3000, 3000, 3000, 3000, 3000,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
3000, 3000, 3000, 3000, 3000,
2000, 2000, 2000, 2000, 2000,
1000, 1000, 1000, 1000, 1000,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
0, 0, 0, 0, 0,
1000, 1000, 1000, 1000, 1000,
2000, 2000, 2000, 2000, 2000,
3000, 3000, 3000, 3000, 3000,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
4095, 4095, 4095, 4095, 4095,
3000, 3000, 3000, 3000, 3000,
2000, 2000, 2000, 2000, 2000,
1000, 1000, 1000, 1000, 1000,
